"Date","Predicted","Actual","Upper","Lower","Lpds"
1990-01-01,4.56483068249974,14.9579481869857,4.81252956067473,4.31152018662205,-5.38792129435786
1990-02-01,4.97605417984757,14.9496055876918,5.21547131076092,4.73057836115577,-5.1489383538419
1990-03-01,4.73058449621284,15.0549821102289,4.97935343677063,4.48370727553754,-5.35650660395668
1990-04-01,4.74413407352593,15.2061165216084,4.98803256169485,4.50072012545665,-5.44653797524701
1990-05-01,4.30382017743545,14.4544864274152,4.57450340784399,4.03027224667845,-5.25950669627826
1990-06-01,3.98332850627992,14.4554102325362,4.26111138361723,3.70091980455588,-5.4456664073055
1990-07-01,4.03812274488752,14.5501488443076,4.31512019123974,3.76927335170708,-5.47379567251132
1990-08-01,5.23670054443596,15.7056454563594,5.48886419319714,4.99363866374177,-5.45080165202703
1990-09-01,5.89432066755474,16.1303222714911,6.12767546282458,5.65265432331829,-5.31630663124048
1990-10-01,6.26108726441017,15.8303544825237,6.5043901030501,6.02858123008927,-4.94634286585594
1990-11-01,5.98181014793569,15.4197519131953,6.22403854018576,5.7423044895244,-4.88047803711584
1990-12-01,5.47910128353319,14.522336198856,5.72537816446354,5.24624003569515,-4.67045794500035
1991-01-01,5.66036803241884,14.649112480056,5.90570539318345,5.42662594758395,-4.64382689249725
1991-02-01,4.33159191300759,13.1239838863996,4.59253983881756,4.07479801289745,-4.54736760530721
1991-03-01,3.97775817102333,11.7078155885305,4.25283157820363,3.71467340533492,-4.05130134949594
1991-04-01,3.72572017522218,11.4806604908808,4.01192355469745,3.43942347928018,-4.06194596520321
1991-05-01,3.81224990177503,12.2273327511674,4.09439950116161,3.54155281976793,-4.36646049944071
1991-06-01,3.83237301842845,11.9315518156239,4.10130027981605,3.55437342978795,-4.22154597533691
1991-07-01,3.76364596599085,11.5910942632518,4.04672523794537,3.48804642251198,-4.09879767224149
1991-08-01,3.45213119926902,11.0991402751023,3.73311246440957,3.15510409605892,-4.0196447085822
1991-09-01,3.56809867263269,9.81340932644539,3.8514558467977,3.28204922816734,-3.46436349789585
1991-10-01,3.58052010088319,10.1914025159171,3.86325887504089,3.29137604142741,-3.59940894178135
1991-11-01,3.62651482309758,10.7851720372497,3.92180282962581,3.34300552724783,-3.81596304627663
1991-12-01,3.50741768679718,10.8952469055153,3.79298782445578,3.21715662394463,-3.91145919114589
1992-01-01,2.4973752775789,10.0688389241661,2.82685878541557,2.16935540612152,-3.99352114054677
1992-02-01,2.64876786149529,9.75652099875555,2.96966634271436,2.33216450421829,-3.79617342599864
1992-03-01,2.8690805217622,10.393468426541,3.19071132540926,2.54111281321132,-3.97221179799862
1992-04-01,2.8576069811191,9.92473008658468,3.15092989347519,2.55617570358841,-3.78394948047481
1992-05-01,2.58328281602438,9.40228370768157,2.90254282076715,2.2594016313323,-3.68327816456888
1992-06-01,2.84283715727192,8.91511606171027,3.15667042901129,2.54858741315233,-3.4074166108778
1992-07-01,2.61122799313511,7.48956599860078,2.9223404113756,2.30856113987896,-3.03163001779241
1992-08-01,2.53327839083488,7.50521177233503,2.85840023161748,2.2030833404112,-3.05842415672893
1992-09-01,2.54799216289014,6.95448776410601,2.86858578692596,2.22750744444544,-2.90559015692215
1992-10-01,2.79958959217564,6.95463672685392,3.12040557612815,2.48502375994459,-2.84360042176251
1992-11-01,2.45246090024221,7.3658714499208,2.77607206666864,2.11940913434053,-3.04201411387904
1992-12-01,1.98746575360162,6.92570001637467,2.33289524216785,1.64455630436178,-3.04900619663361
1993-01-01,2.21133555650679,6.89205544225495,2.55223429226344,1.89176486696498,-2.97874125291747
1993-02-01,2.04881994278235,5.96008359866009,2.39565803381156,1.72528027045683,-2.78637333829021
1993-03-01,1.82583939454139,5.84589498500139,2.17009526590973,1.47974119559659,-2.81140116533115
1993-04-01,2.11768321203168,6.58908204128836,2.44754589001842,1.77960780535142,-2.92320171511533
1993-05-01,2.07653264971562,7.09717971550785,2.39511881544351,1.74767747185006,-3.07522672452508
1993-06-01,2.00859217865523,7.60336204726311,2.33697342446787,1.67515029715708,-3.25330304818633
1993-07-01,2.04269537920329,7.6491577847394,2.36539289147923,1.70865844743426,-3.2565618910576
1993-08-01,1.85192789858515,7.43238863252456,2.20162474807074,1.50652417773418,-3.24888351121519
1993-09-01,1.72754006720509,7.60979634683006,2.07006153455721,1.38793245473452,-3.34991333296776
1993-10-01,1.64283996330502,7.74932393810008,1.97299572182009,1.28865179621427,-3.42901040819972
1993-11-01,1.69262075537224,7.91503760691608,2.03709048358529,1.34332448684542,-3.47204334568889
1993-12-01,1.59960479931162,8.1575467808096,1.96873371433011,1.24503811224092,-3.59859979543878
1994-01-01,1.41477961565431,8.4698885504678,1.75599583123246,1.05566771215051,-3.79477144236421
1994-02-01,1.52502855127619,8.57409168935146,1.89169140053546,1.17623882159044,-3.79416798017415
1994-03-01,1.84966123498891,8.52579855183389,2.21357022541878,1.49602145486419,-3.64493662735414
1994-04-01,2.41640089741153,8.98080685186899,2.73584280595655,2.10531149128111,-3.60268623166057
1994-05-01,2.30720899342931,8.52781230578765,2.62773179697995,1.99090336960226,-3.47464883259653
1994-06-01,2.24175555366695,8.71658207274504,2.57160710649521,1.90503219483653,-3.56912407226243
1994-07-01,2.40322816193318,8.57371728216079,2.73203714149303,2.08063749456883,-3.45577118274939
1994-08-01,2.06853950015191,8.13150700249778,2.40712537336801,1.72325828889002,-3.41825672509127
1994-09-01,2.03648794722165,8.34676666405327,2.37665294940565,1.69656048938788,-3.50995830553331
