"Date","Parameter","Rhat","ESS_Bulk","ESS_Tail","Block","Step"
1990-01-01,"b_Intercept",1.00180815465669,928.207644262486,1130.28730934428,1,1
1990-01-01,"b_CAPE",1.00123335113016,972.638503739489,1103.29274652911,1,1
1990-01-01,"sigma",1.00050682762694,1340.59221028754,1554.17300440058,1,1
1990-07-01,"b_Intercept",1.00052963648318,1044.57566594336,1070.00019228588,1,2
1990-07-01,"b_CAPE",1.00079004240655,1035.61250524005,1107.89259039109,1,2
1990-07-01,"sigma",1.00150526782899,1428.72296061457,1387.93014022867,1,2
1991-01-01,"b_Intercept",1.00165264438584,1025.15726260952,1292.40095355227,1,3
1991-01-01,"b_CAPE",1.00304689159529,1023.88313956909,1155.61564170398,1,3
1991-01-01,"sigma",1.00056166645361,1169.16253258571,1225.69600495787,1,3
1991-07-01,"b_Intercept",1.00039265741096,940.325266801333,1384.13366201273,1,4
1991-07-01,"b_CAPE",1.00036799896022,864.24708942296,1239.26247561623,1,4
1991-07-01,"sigma",1.00130063478375,1288.98895834159,1319.02297139084,1,4
1992-01-01,"b_Intercept",1.00124187157108,1201.72283946617,1223.38702165881,1,5
1992-01-01,"b_CAPE",1.00198356122434,1211.99261297312,1193.48812416475,1,5
1992-01-01,"sigma",0.99979561279207,1209.06195933688,1126.3297538959,1,5
1992-07-01,"b_Intercept",0.999825445361783,815.627125310201,1196.64508269189,1,6
1992-07-01,"b_CAPE",1.00003429884306,815.840956972739,1251.26193827443,1,6
1992-07-01,"sigma",1.00006197298097,1213.27472709225,1193.63806552195,1,6
1993-01-01,"b_Intercept",0.999857991633228,983.23740702122,1024.79075097762,2,7
1993-01-01,"b_CAPE",1.0006462402018,978.059733857631,1042.58036818886,2,7
1993-01-01,"sigma",1.0019711134991,1119.00750841878,1133.80905520517,2,7
1993-07-01,"b_Intercept",0.999731612976437,1100.36614083765,1280.35473118202,2,8
1993-07-01,"b_CAPE",0.999754749016615,1107.69025229871,1133.63384211315,2,8
1993-07-01,"sigma",1.00084173493577,1117.64539151546,1204.38296667522,2,8
1994-01-01,"b_Intercept",1.0024281038439,848.760046490532,1190.88233321255,2,9
1994-01-01,"b_CAPE",1.00084379794256,838.767175166562,1176.47106670385,2,9
1994-01-01,"sigma",1.00110379653507,1099.58368952285,1503.35593425751,2,9
1994-07-01,"b_Intercept",1.0023789983918,887.982607604327,1154.5792676238,2,10
1994-07-01,"b_CAPE",1.00159110508715,827.621468819079,1152.55673696191,2,10
1994-07-01,"sigma",0.999707903792639,1093.39278247443,1128.27577394824,2,10
1995-01-01,"b_Intercept",0.99974566492584,978.683931925399,1227.04011952881,2,11
1995-01-01,"b_CAPE",1.00021769287028,996.701937552398,1269.34779463133,2,11
1995-01-01,"sigma",1.00038717926945,1121.10303045294,1107.79807915963,2,11
1995-07-01,"b_Intercept",1.0034755356938,773.26544176818,756.78212525947,2,12
1995-07-01,"b_CAPE",1.00194796417398,781.153213999177,801.627893367389,2,12
1995-07-01,"sigma",1.00120086035482,1203.12225148344,1318.7932441753,2,12
1996-01-01,"b_Intercept",0.999895526594393,928.298456833883,1313.10800057785,3,13
1996-01-01,"b_CAPE",1.00007600787254,909.330996764166,1166.70851757146,3,13
1996-01-01,"sigma",1.00035268966146,1410.18864902239,1328.07283536095,3,13
1996-07-01,"b_Intercept",1.00033975905008,1019.99610179027,1120.98639583087,3,14
1996-07-01,"b_CAPE",1.00088757191344,1042.66483467259,1185.18914679397,3,14
1996-07-01,"sigma",1.00226745139438,1232.51638133719,1241.12677708735,3,14
1997-01-01,"b_Intercept",1.00160093375463,1038.32214315648,1077.72463597237,3,15
1997-01-01,"b_CAPE",1.00018328879928,990.155214320865,1094.20418916695,3,15
1997-01-01,"sigma",1.00010277118913,1237.87229618905,1235.94572351674,3,15
1997-07-01,"b_Intercept",1.00109727806625,1004.88656541014,1096.52137397234,3,16
1997-07-01,"b_CAPE",1.00126733756365,966.87290997413,1144.68360061206,3,16
1997-07-01,"sigma",0.99999976559068,1415.18960355324,1340.64667177429,3,16
1998-01-01,"b_Intercept",1.00061721923189,760.904061074356,877.87239089976,3,17
1998-01-01,"b_CAPE",1.00100348883364,747.530922820201,1023.00371279541,3,17
1998-01-01,"sigma",1.00001161060646,1228.56304287868,1241.85246715226,3,17
1998-07-01,"b_Intercept",1.00091641736406,788.260562664905,1007.23032039583,3,18
1998-07-01,"b_CAPE",1.00106348505896,807.730185052719,1171.57554855612,3,18
1998-07-01,"sigma",1.00070421627101,1201.05483560193,1213.3982413387,3,18
1999-01-01,"b_Intercept",1.00015482766782,1012.62935372939,1260.19389664657,4,19
1999-01-01,"b_CAPE",1.00020942385271,991.222900249002,1414.15391656499,4,19
1999-01-01,"sigma",1.00215364667216,1346.63413917057,1167.71815147474,4,19
1999-07-01,"b_Intercept",1.00356629278441,920.106628503025,1233.76906302848,4,20
1999-07-01,"b_CAPE",1.00423918477024,935.390058285295,1304.56140145248,4,20
1999-07-01,"sigma",1.00281328211937,1374.15361284348,1452.95093874064,4,20
2000-01-01,"b_Intercept",1.00173175554322,1041.8824284537,1128.12276605507,4,21
2000-01-01,"b_CAPE",1.00149647513955,982.227437402121,1160.10762219933,4,21
2000-01-01,"sigma",1.00230534415545,1381.10604603738,1270.11626679548,4,21
2000-07-01,"b_Intercept",1.00012006950528,851.492450293269,1078.16028441269,4,22
2000-07-01,"b_CAPE",1.00017558992518,874.687222092465,1099.29570462791,4,22
2000-07-01,"sigma",1.00086360931135,1207.54538594451,1253.5006727273,4,22
