"Date","Predicted","Actual","Upper","Lower","Lpds"
1990-01-01,4.2915451535728,14.9579481869857,4.55049880003705,4.01852156734213,-5.4196230413031
1990-02-01,4.77618142852014,14.9496055876918,5.02764069386818,4.51621389743111,-5.14610357410314
1990-03-01,4.48432000904604,15.0549821102289,4.73923026996951,4.2169523803945,-5.36551442217435
1990-04-01,4.50209612832522,15.2061165216084,4.75665648764101,4.23533918322025,-5.44105369620014
1990-05-01,3.98362754226424,14.4544864274152,4.24907702520814,3.70335451179086,-5.30951654063991
1990-06-01,3.6030263757955,14.4554102325362,3.88004834819194,3.31628714914512,-5.52602783045887
1990-07-01,3.66701237977169,14.5501488443076,3.94801429775091,3.38999618558353,-5.55925765277537
1990-08-01,5.08004790148628,15.7056454563594,5.34009286645886,4.83026752938127,-5.41114272148734
1990-09-01,5.85604416317242,16.1303222714911,6.11041479642585,5.61299373242916,-5.21451053638491
1990-10-01,6.28844503266173,15.8303544825237,6.54252451507878,6.04820270871014,-4.82569318430071
1990-11-01,5.95778414574826,15.4197519131953,6.21133833433287,5.71838476140891,-4.78499678095794
1990-12-01,5.36825082501984,14.522336198856,5.62381541450168,5.121527836508,-4.63135764849393
1991-01-01,5.57906528871289,14.649112480056,5.83284577688764,5.33701473163632,-4.6042452965042
1991-02-01,4.01762969636496,13.1239838863996,4.2911580931896,3.7438319935211,-4.62190807148801
1991-03-01,3.60330490870496,11.7078155885305,3.88353662268945,3.3204017912695,-4.15560853880468
1991-04-01,3.30259956276038,11.4806604908808,3.5909769213237,3.01271782054912,-4.1879319685115
1991-05-01,3.4096869185326,12.2273327511674,3.69669498197653,3.120608102809,-4.48189103659476
1991-06-01,3.42772952292161,11.9315518156239,3.7143184597986,3.13878242926471,-4.33492452115966
1991-07-01,3.34857102107817,11.5910942632518,3.62553655445459,3.06750476180479,-4.21991433971871
1991-08-01,2.9840909143099,11.0991402751023,3.26966768171602,2.68972726437424,-4.16329147486488
1991-09-01,3.12226306472918,9.81340932644539,3.40426002373891,2.83381066683556,-3.59143952551728
1991-10-01,3.12947998374877,10.1914025159171,3.41131155102299,2.84126508552313,-3.7298122225168
1991-11-01,3.18325945252423,10.7851720372497,3.46289752940726,2.89681649345229,-3.94463074424568
1991-12-01,3.04704137784952,10.8952469055153,3.33071104699295,2.75537850322431,-4.04780151438937
1992-01-01,1.86256674365279,10.0688389241661,2.19335624410409,1.5375685674957,-4.21229076815015
1992-02-01,2.03192014801875,9.75652099875555,2.35977225221976,1.71194962701842,-4.00287764253649
1992-03-01,2.29868459472755,10.393468426541,2.61288281502425,1.98555814500433,-4.16283376077522
1992-04-01,2.28294388766926,9.92473008658468,2.59754592505426,1.96886100407759,-3.96820749925032
1992-05-01,1.96127191022645,9.40228370768157,2.28879425922242,1.63901745196965,-3.88542504503168
1992-06-01,2.2703492350119,8.91511606171027,2.58527437960838,1.95570655065832,-3.57916939950475
1992-07-01,1.9974851748464,7.48956599860078,2.32644909743865,1.67487806739747,-3.19814899521354
1992-08-01,1.90717894974968,7.50521177233503,2.2403200354628,1.58081165120545,-3.23037218588133
1992-09-01,1.91908752221809,6.95448776410601,2.25167035092271,1.59294081698533,-3.06622899988857
1992-10-01,2.22055892972556,6.95463672685392,2.54042782327678,1.90369459758834,-2.98547447986767
1992-11-01,1.80785808295712,7.3658714499208,2.14300387875515,1.4771101799609,-3.2181099942417
1992-12-01,1.26016946931056,6.92570001637467,1.61087833216482,0.910613717446565,-3.25112728557011
1993-01-01,1.57123103304837,6.89205544225495,1.91346756781727,1.21654022912678,-3.15240773878721
1993-02-01,1.37991091583874,5.96008359866009,1.72763061991571,1.01900204458699,-2.94746270943337
1993-03-01,1.11278089842054,5.84589498500139,1.47374922933859,0.74066544236193,-2.98723808133461
1993-04-01,1.45575306714534,6.58908204128836,1.80171113503278,1.09851466864464,-3.09761937564514
1993-05-01,1.40381766339209,7.09717971550785,1.75097522291047,1.04435809268435,-3.26701930184795
1993-06-01,1.32558183120298,7.60336204726311,1.67604201847612,0.9613827190128,-3.4624305390917
1993-07-01,1.37241183446802,7.6491577847394,1.71616613515822,1.03180350583016,-3.4644082301553
1993-08-01,1.15909366741256,7.43238863252456,1.51029082224114,0.80968000119571,-3.46314092956711
1993-09-01,1.00293833506525,7.60979634683006,1.35994423073726,0.647940167562849,-3.58351700815357
1993-10-01,0.903289890404474,7.74932393810008,1.26338334391615,0.543671239494208,-3.67365347406207
1993-11-01,0.964690454756723,7.91503760691608,1.32261614001591,0.607268279513399,-3.71400004428614
1993-12-01,0.855433865484655,8.1575467808096,1.21708219854158,0.493559133606814,-3.8544242681128
1994-01-01,0.645977273733594,8.4698885504678,1.01681922794514,0.254077735267113,-4.08328365894468
1994-02-01,0.773422480016271,8.57409168935146,1.14016689576682,0.384223570283758,-4.07311230617242
1994-03-01,1.14376515744479,8.52579855183389,1.4969570646529,0.771230200720919,-3.8940846703125
1994-04-01,1.81321253139427,8.98080685186899,2.14292943403705,1.47062110726998,-3.80634643752227
1994-05-01,1.69169707651909,8.52781230578765,2.0260824963405,1.34137519927543,-3.67536081636754
1994-06-01,1.61059238448256,8.71658207274504,1.9477530676812,1.25795779340758,-3.78147296999062
1994-07-01,1.8074581535822,8.57371728216079,2.15448770573662,1.46690690942259,-3.65166105503675
1994-08-01,1.40557214081409,8.13150700249778,1.7707003598876,1.050078820307,-3.63613150049061
1994-09-01,1.3704192271538,8.34676666405327,1.73647814544348,1.0134425044468,-3.73328124151977
