"Date","Parameter","Rhat","ESS_Bulk","ESS_Tail","Block","Step"
1990-01-01,"b_Intercept",1.00721121469357,694.156816081326,1085.06772844133,1,1
1990-01-01,"b_CAPE",1.00653683169822,693.328857844517,933.028727370491,1,1
1990-01-01,"sigma",0.999794224754885,1477.77711951429,1490.8184963152,1,1
1990-07-01,"b_Intercept",0.99998793251238,757.493776026183,888.875338819199,1,2
1990-07-01,"b_CAPE",1.00038377779022,857.37497746927,1116.36667351316,1,2
1990-07-01,"sigma",1.00134352584224,1003.88692466846,1098.87171175327,1,2
1991-01-01,"b_Intercept",1.00075267523813,803.050029148559,1024.34908794791,1,3
1991-01-01,"b_CAPE",1.00114563343547,809.255283114502,996.280672524317,1,3
1991-01-01,"sigma",1.00040915859034,1122.00826191048,982.60652795386,1,3
1991-07-01,"b_Intercept",1.00113243514377,877.663177025777,995.934547823834,1,4
1991-07-01,"b_CAPE",1.00011914812366,918.647291146704,916.852977890255,1,4
1991-07-01,"sigma",0.99988183385643,1224.12978041101,1466.09251254683,1,4
1992-01-01,"b_Intercept",1.00374251788875,1043.52773562775,997.74362867069,1,5
1992-01-01,"b_CAPE",1.00233425330142,1002.50531844125,1096.2619711657,1,5
1992-01-01,"sigma",1.00069490072486,1098.51504779981,1125.16016528815,1,5
1992-07-01,"b_Intercept",1.00396735194831,916.089665659471,1235.39717095517,1,6
1992-07-01,"b_CAPE",1.00361053602429,961.927858719129,1123.00064077683,1,6
1992-07-01,"sigma",1.00203061540276,1152.56773700471,1176.59397159832,1,6
1993-01-01,"b_Intercept",1.00177675566034,1092.23319495723,1181.92147150175,2,7
1993-01-01,"b_CAPE",1.00046697218134,1038.11498759685,1147.65341603338,2,7
1993-01-01,"sigma",1.00132370415167,1162.8845421231,1108.06854886632,2,7
1993-07-01,"b_Intercept",0.999941467864147,924.730353502464,1199.7597500535,2,8
1993-07-01,"b_CAPE",1.00010309910865,991.398345755868,1255.15139545901,2,8
1993-07-01,"sigma",1.00017949279545,1228.64692892989,1342.22715688198,2,8
1994-01-01,"b_Intercept",1.00373036926769,788.572796425681,1102.56311514526,2,9
1994-01-01,"b_CAPE",1.00388466233826,785.590939556537,1075.33704741194,2,9
1994-01-01,"sigma",1.00002033587741,1107.05123500597,1202.42139682978,2,9
1994-07-01,"b_Intercept",1.0029070776109,720.474974057377,958.859650811483,2,10
1994-07-01,"b_CAPE",1.00215398350117,707.737187172998,987.78183039683,2,10
1994-07-01,"sigma",1.0005510456263,1247.82121266802,1314.05259200027,2,10
1995-01-01,"b_Intercept",1.0012638284938,963.01743855474,939.816330322689,2,11
1995-01-01,"b_CAPE",1.00064812554211,984.181414313967,1122.07370409505,2,11
1995-01-01,"sigma",1.00074075482016,1265.94909725387,1234.40277766734,2,11
1995-07-01,"b_Intercept",1.00135043546199,936.799765561774,1094.46016814473,2,12
1995-07-01,"b_CAPE",1.00126331588407,959.099885037808,1219.62216685756,2,12
1995-07-01,"sigma",1.00079394339081,1128.37856770282,1124.11484613327,2,12
1996-01-01,"b_Intercept",1.00011023047708,1137.81747412621,1304.46521704763,3,13
1996-01-01,"b_CAPE",1.00051442136242,1110.44312338897,1476.20039821301,3,13
1996-01-01,"sigma",0.999851006192598,1175.60175072018,1074.0254571562,3,13
1996-07-01,"b_Intercept",1.0002481676456,959.761225850688,992.829488211062,3,14
1996-07-01,"b_CAPE",1.00041701339201,977.820148790705,1006.57100792785,3,14
1996-07-01,"sigma",1.00019256510399,1340.84633676502,1348.70969761046,3,14
1997-01-01,"b_Intercept",1.00147831163949,1085.05191847667,1246.29026909973,3,15
1997-01-01,"b_CAPE",0.999764091690824,1072.62074971156,1202.06800096812,3,15
1997-01-01,"sigma",0.999762803807811,1282.56062095285,1135.69831074647,3,15
1997-07-01,"b_Intercept",1.00048185454161,828.36290350148,1156.49289098598,3,16
1997-07-01,"b_CAPE",1.00052524893236,837.78171294881,1146.63132538578,3,16
1997-07-01,"sigma",1.00134667006474,1233.65867598381,1296.68585681838,3,16
1998-01-01,"b_Intercept",0.999949158173688,749.655707632137,798.147207378048,3,17
1998-01-01,"b_CAPE",1.00053829322659,725.305937753309,934.369545070841,3,17
1998-01-01,"sigma",0.999718568697909,1186.92122576804,1000.12699176349,3,17
1998-07-01,"b_Intercept",0.999940942976118,953.813943165793,1123.56877658553,3,18
1998-07-01,"b_CAPE",1.0005533792756,955.277552048904,1145.11345046484,3,18
1998-07-01,"sigma",1.00236171544396,1232.76919732545,1418.53169553435,3,18
1999-01-01,"b_Intercept",1.00044072741205,820.347647665085,859.238423697203,4,19
1999-01-01,"b_CAPE",1.00081988729045,779.77303070873,850.093500005506,4,19
1999-01-01,"sigma",0.999988461877679,1175.6840629311,1288.8404051221,4,19
1999-07-01,"b_Intercept",0.999887753071454,889.198443624228,888.836621915279,4,20
1999-07-01,"b_CAPE",0.999761895353418,931.875152745698,990.261972873669,4,20
1999-07-01,"sigma",1.00237008882794,1128.20906712123,1079.79374265938,4,20
2000-01-01,"b_Intercept",1.00123564507845,921.772597200081,1182.93283642653,4,21
2000-01-01,"b_CAPE",1.00103375697171,970.476933278083,1196.63614228226,4,21
2000-01-01,"sigma",1.00032763988833,1268.71447400709,1209.93082482764,4,21
2000-07-01,"b_Intercept",0.999794349693585,1058.22665466912,1148.78147162957,4,22
2000-07-01,"b_CAPE",1.00015321264331,1064.67286163098,885.481645306415,4,22
2000-07-01,"sigma",1.00130821668474,1343.8770380809,1576.44130483463,4,22
2001-01-01,"b_Intercept",1.00322169973995,896.023374163429,910.302067113515,4,23
